epoch,loss,acc
147,0.6933833542189541,0.49412927944629836
148,0.6932136177604122,0.49338771474477816
149,0.6932263743036124,0.49623037943393894
150,0.6932329801572532,0.5020393029291805
151,0.6932855632334318,0.4975899147200593
152,0.6932661503814911,0.4990730441230997
153,0.6932139574427965,0.49561240884933877
154,0.6933380226139497,0.4970955382523792
155,0.6932179550572948,0.49450006179705847
156,0.6933297581732192,0.5021628970461006
157,0.6933496020409251,0.5030280558645408
158,0.6932213218172937,0.49956742059077985
159,0.6932221939044835,0.4957360029662588
160,0.6931364184521491,0.5059943146706217
161,0.6933250856066557,0.4931405265109381
162,0.6931298698457825,0.5129155852181436
163,0.6932013996112127,0.5001853911753801
164,0.6932026124710707,0.4998146088246199
165,0.6932402239080384,0.49919663824001975
166,0.6932447482401856,0.49561240884933877
167,0.693316350487398,0.4967247559016191
168,0.69320043271352,0.4932641206278581
169,0.6932242111728919,0.5006797676430602
170,0.6932436788926356,0.4961067853170189
171,0.6931955175587781,0.5066122852552218
172,0.6931828923653266,0.4985786676554196
173,0.6933210149062989,0.4972191323692992
174,0.6932131514209204,0.50006179705846
175,0.6933076486881017,0.4938820912124583
176,0.6930686974316235,0.5094549499443827
177,0.692883939048207,0.5111852675812631
178,0.6932664781738869,0.4998146088246199
179,0.6932465542808125,0.4983314794215795
180,0.6932196145283985,0.4968483500185391
181,0.6930963445573165,0.510690891113583
182,0.6932377521311923,0.5025336793968607
183,0.6932722731214742,0.49450006179705847
184,0.6932567079184214,0.49548881473241874
185,0.6931933322614062,0.5015449264615004
186,0.6931958470013333,0.5027808676307007
187,0.6933233021157529,0.4921517735755778
188,0.6931728734809203,0.5026572735137808
189,0.6932792508429759,0.49548881473241874
190,0.6932156530774402,0.5010505499938203
191,0.6931966628136644,0.49993820294153996
192,0.693175007144507,0.5029044617476208
193,0.6932210288624168,0.5054999382029416
194,0.6933187577164875,0.4863428500803362
195,0.6932192382994018,0.4946236559139785
196,0.693095422759072,0.5125448028673835
197,0.6932304883280226,0.5017921146953405
198,0.6930970181759938,0.5030280558645408
199,0.6931956157948351,0.5027808676307007
200,0.6931011183582179,0.507353849956742
